ABI,pval_01,BH_adj_pval,dm,low,high,Genes..0...uknown,David Input,Gene name,Notes,
120738,0,0088,0,0097,0,40,9,24,9,64,0,,,,
207587,0,0029,0,0092,0,40,13,67,14,06,0,,,,
151049,0,0035,0,0092,-0,39,10,57,10,18,0,,,,
162353,0,0035,0,0092,0,39,11,22,11,61,0,,,,
170428,0,0005,0,0083,-0,39,11,82,11,43,0,,,,
152640,0,0024,0,0092,0,38,18,19,18,57,0,,,,
709104,0,0099,0,0100,0,38,9,40,9,78,0,,,,
229372,0,0020,0,0088,0,38,10,00,10,38,0,,,,
119787,0,0089,0,0097,0,38,11,19,11,57,0,,,,
124424,0,0099,0,0100,0,38,12,97,13,35,0,,,,
103870,0,0012,0,0083,0,37,10,91,11,28,0,,,,
143814,0,0049,0,0092,0,37,15,16,15,53,0,,,,
233719,0,0009,0,0083,-0,37,14,15,13,78,0,,,,
165355,0,0037,0,0092,-0,36,11,60,11,24,0,,,,
140620,0,0038,0,0092,0,36,13,87,14,23,0,,,,
190550,0,0082,0,0097,-0,36,11,48,11,12,0,,,,
172523,0,0087,0,0097,-0,35,13,03,12,68,0,,,,
212680,0,0025,0,0092,0,35,14,34,14,69,0,,,,
128088,0,0100,0,0100,0,35,13,37,13,72,0,,,,
491183,0,0060,0,0093,0,35,9,56,9,91,0,,,,
111032,0,0059,0,0093,0,35,12,82,13,16,0,,,,
182618,0,0050,0,0092,-0,35,12,33,11,99,0,,,,
232694,0,0004,0,0083,-0,34,17,58,17,24,0,,,,
116454,0,0031,0,0092,-0,34,13,24,12,90,0,,,,
204681,0,0076,0,0096,0,34,11,46,11,79,0,,,,
111497,0,0011,0,0083,-0,34,15,05,14,71,0,,,,
200967,0,0040,0,0092,0,34,15,41,15,75,0,,,,
187317,0,0031,0,0092,0,34,17,09,17,43,0,,,,
167512,0,0035,0,0092,0,33,13,97,14,30,0,,,,
183195,0,0059,0,0093,0,33,9,98,10,31,0,,,,
129133,0,0062,0,0093,0,33,12,12,12,45,0,,,,
236579,0,0065,0,0093,0,33,16,90,17,23,0,,,,
200105,0,0081,0,0097,-0,33,10,68,10,35,0,,,,
101447,0,0067,0,0094,0,32,11,54,11,87,0,,,,
149052,0,0039,0,0092,0,32,10,36,10,68,0,,,,
229497,0,0045,0,0092,0,32,12,80,13,11,0,,,,
135048,0,0061,0,0093,-0,32,17,31,16,99,0,,,,
189717,0,0041,0,0092,-0,31,12,60,12,29,0,,,,
134997,0,0071,0,0095,0,31,10,10,10,41,0,,,,
191369,0,0034,0,0092,-0,31,12,62,12,31,0,,,,
541843,0,0062,0,0093,0,30,11,76,12,06,0,,,,
177879,0,0030,0,0092,0,30,13,63,13,92,0,,,,
425760,0,0068,0,0095,-0,30,12,14,11,85,0,,,,
148475,0,0034,0,0092,-0,30,11,90,11,60,0,,,,
210449,0,0034,0,0092,-0,29,13,85,13,56,0,,,,
205314,0,0039,0,0092,0,29,10,25,10,54,0,,,,
161840,0,0074,0,0095,-0,29,10,08,9,79,0,,,,
102338,0,0033,0,0092,-0,29,13,82,13,54,0,,,,
226801,0,0056,0,0093,-0,28,11,57,11,28,0,,,,
232342,0,0013,0,0083,-0,28,18,19,17,91,0,,,,
195142,0,0063,0,0093,0,28,10,51,10,79,0,,,,
145286,0,0048,0,0092,-0,28,13,53,13,25,0,,,,
234565,0,0081,0,0097,0,27,12,79,13,06,0,,,,
142469,0,0033,0,0092,0,27,10,84,11,11,0,,,,
220077,0,0063,0,0093,-0,27,17,75,17,48,0,,,,
104697,0,0060,0,0093,-0,27,13,36,13,10,0,,,,
148728,0,0011,0,0083,0,26,10,39,10,65,0,,,,
234408,0,0060,0,0093,-0,26,13,34,13,07,0,,,,
233504,0,0077,0,0096,-0,26,14,99,14,73,0,,,,
118791,0,0064,0,0093,-0,25,12,56,12,31,0,,,,
131064,0,0087,0,0097,-0,25,14,67,14,42,0,,,,
236949,0,0083,0,0097,-0,24,13,54,13,30,0,,,,
109048,0,0045,0,0092,-0,24,18,97,18,73,0,,,,
130918,0,0063,0,0093,-0,23,12,49,12,26,0,,,,
155996,0,0078,0,0097,-0,20,12,41,12,22,0,,,,
177196,0,0002,0,0083,-0,45,10,64,10,19,ACOT1,ACOT1,acyl-CoA thioesterase 1,fa,
126241,0,0051,0,0092,-0,34,17,45,17,11,ADIPOR1,ADIPOR1,adiponectin receptor 1,fa, d,
224660,0,0015,0,0083,-0,54,9,96,9,42,AGGF1,AGGF1,angiogenic factor with G patch and FHA domains 1,cc,
112571,0,0060,0,0093,0,48,11,17,11,65,AMPD2,AMPD2,adenosine monophosphate deaminase 2 (isoform L),,
195478,0,0028,0,0092,-0,38,10,03,9,65,ANAPC1,ANAPC1,"anaphase promoting complex subunit 1, similar to anaphase promoting complex subunit 1",cc,
102558,0,0037,0,0092,0,64,11,69,12,34,ANPEP,ANPEP,alanyl (membrane) aminopeptidase,i, cc,,cd13. renin-angio
170701,0,0099,0,0100,0,41,10,17,10,58,ARSA,ARSA,arylsulfatase A,,
166802,0,0026,0,0092,-0,24,11,83,11,58,ASNS,ASNS,asparagine synthetase,er, cc,Er strss, nutrients, upreg byER stress. Chop, c/ebp, at4 
187978,0,0092,0,0098,0,44,11,01,11,45,ASPRV1,ASPRV1,aspartic peptidase, retroviral-like 1,,
114409,0,0015,0,0083,-0,24,12,17,11,94,ATCAY,ATCAY,ataxia, cerebellar, Cayman type,,
151844,0,0056,0,0093,0,29,13,84,14,13,ATP6V1B2,ATP6V1B2,ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2,,
150758,0,0012,0,0083,0,48,10,60,11,08,B9D2,B9D2,B9 protein domain 2,,
105279,0,0055,0,0093,0,37,9,77,10,15,BAGE3,BAGE3,"B melanoma antigen family, member 2, B melanoma antigen family, member 3, B melanoma antigen family, member 4, B melanoma antigen family, member 5",,Not expressed in normal tissues, is candiate tumor antigen
198318,0,0043,0,0092,0,38,17,76,18,14,BASP1,BASP1,brain abundant, membrane attached signal protein 1,,
103435,0,0072,0,0095,-0,29,10,49,10,20,C16orf88,C16orf88,chromosome 16 open reading frame 88,,
146237,0,0077,0,0096,-0,25,10,95,10,71,C1orf102,,,,
222639,0,0068,0,0095,0,58,9,40,9,98,C20orf200,C20orf200,chromosome 20 open reading frame 200,,
115087,0,0050,0,0092,0,27,11,53,11,80,C21orf7,C21orf7,chromosome 21 open reading frame 7,,
116986,0,0015,0,0083,-0,34,11,55,11,22,C2orf44,C2orf44,chromosome 2 open reading frame 44,,
106486,0,0019,0,0088,0,35,11,26,11,60,C2orf68,C2orf68,chromosome 2 open reading frame 68,,
196942,0,0063,0,0093,0,56,12,27,12,83,CA4,CA4,carbonic anhydrase IV,,
149818,0,0018,0,0087,-0,33,10,70,10,37,CACNG8,CACNG8,calcium channel, voltage-dependent, gamma subunit 8,ca,
127383,0,0006,0,0083,0,41,13,15,13,56,CASS4,CASS4,Cas scaffolding protein family member 4,cc? i?,
108110,0,0002,0,0083,0,42,9,59,10,01,CCKAR,CCKAR,cholecystokinin A receptor,,feeding, dopamine, hallucination, panic, etc
167437,0,0028,0,0092,0,49,9,27,9,76,CCL7,CCL7,chemokine (C-C motif) ligand 7,i,migration
156018,0,0031,0,0092,-0,38,11,07,10,69,CCNG1,CCNG1,cyclin G1,cc,growth inhibition
180503,0,0032,0,0092,-0,52,13,05,12,53,CCR5,CCR5,chemokine (C-C motif) receptor 5,d, i, fa,masse! Cholesterol… insuline
166481,0,0038,0,0092,0,36,12,37,12,73,CD2BP2,CD2BP2,CD2 (cytoplasmic tail) binding protein 2,,
114892,0,0058,0,0093,0,28,13,31,13,59,CDAN1,CDAN1,congenital dyserythropoietic anemia, type I,,
104276,0,0086,0,0097,0,49,14,38,14,87,CLEC4E,CLEC4E,C-type lectin domain family 4, member E,i,cebpb
215843,0,0075,0,0096,0,37,11,29,11,66,CLN6,CLN6,ceroid-lipofuscinosis, neuronal 6, late infantile, variant,,er, cholesterol
185846,0,0002,0,0083,0,43,10,74,11,17,CORO1B,CORO1B,coronin, actin binding protein, 1B,,migration
100989,0,0009,0,0083,1,36,9,82,11,17,CPA3,CPA3,carboxypeptidase A3 (mast cell),,renin-angio
181617,0,0076,0,0096,-0,25,12,26,12,01,CREBL2,CREBL2,cAMP responsive element binding protein-like 2,cc,tumor suppressor?
196102,0,0011,0,0083,0,42,10,50,10,92,CRK,CRK,v-crk sarcoma virus CT10 oncogene homolog (avian),carc,,cell migration,
208454,0,0004,0,0083,-0,54,11,16,10,63,CRTAM,CRTAM,cytotoxic and regulatory T cell molecule,i,pro-inflam
188846,0,0029,0,0092,0,29,14,20,14,50,CTBS,CTBS,chitobiase, di-N-acetyl-,,
142147,0,0081,0,0097,-0,34,10,13,9,79,CYP4F22,CYP4F22,cytochrome P450, family 4, subfamily F, polypeptide 22,,
114009,0,0055,0,0093,-0,32,12,88,12,55,DCP1B,DCP1B,DCP1 decapping enzyme homolog B (S. cerevisiae),,RNA nedbryting
211972,0,0031,0,0092,-0,24,11,92,11,68,DDX18,DDX18,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18,cc,helicase. Overexpr in tumor cells
167436,0,0092,0,0098,-0,35,10,25,9,91,DDX20,DDX20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,,spliceosome, helicase
177477,0,0097,0,0100,0,43,10,77,11,20,DDX55,DDX55,DEAD (Asp-Glu-Ala-Asp) box polypeptide 55,,helicase
204688,0,0077,0,0096,0,34,14,23,14,57,DGAT2,DGAT2,diacylglycerol O-acyltransferase homolog 2 (mouse),fa, d, ,decr expr in psoriactic skin, c/ebpb, adipiogenesis
181200,0,0001,0,0083,0,48,10,96,11,44,DIRC2,DIRC2,disrupted in renal carcinoma 2,cc,
105113,0,0094,0,0099,0,42,10,48,10,90,DOCK5,DOCK5,dedicator of cytokinesis 5,,migration
204989,0,0074,0,0095,0,36,10,96,11,32,DOK1,DOK1,"docking protein 1-like protein, docking protein 1, 62kDa (downstream of tyrosine kinase 1)",d, cc, i,neg regulator of insulin signaling. Tcell chemotaxis. Tumor suppressor. 
219112,0,0085,0,0097,0,59,9,06,9,65,DPY19L2,DPY19L2,dpy-19-like 2 (C. elegans),,
235719,0,0012,0,0083,0,48,10,43,10,91,EIF2C4,EIF2C4,eukaryotic translation initiation factor 2C, 4,,binds miRNAs
214951,0,0057,0,0093,0,54,10,30,10,84,ELA3A,,,,
203249,0,0064,0,0093,0,38,11,07,11,45,ENTPD1,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,i,prevention of platelet aggregation. Thrombogenesis. (CD39). Modulated after execise. Loc at chol-rich domains. Neutrophil chemotaxis.
113467,0,0007,0,0083,-0,52,15,60,15,08,EPB42,EPB42,erythrocyte membrane protein band 4.2,,erythrocyte shape
205827,0,0084,0,0097,0,57,9,95,10,51,ERGIC1,ERGIC1,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1,er,ER-golgi transport
149090,0,0028,0,0092,0,33,14,31,14,64,ERICH1,ERICH1,glutamate-rich 1,,
169478,0,0098,0,0100,-0,43,10,01,9,58,EXOC8,EXOC8,exocyst complex component 8,er,targeting of golgi-vesicles to plasma membrane. Cell migration, growt, polarity, cytoskeleton
150137,0,0010,0,0083,0,61,10,01,10,62,FABP4,FABP4,fatty acid binding protein 4, adipocyte,fa, i, i, cvd,delivers FA to receptors in the nucleus. Interacts with PPARg. Upreg in obesity. Incr in endurance training. Loss of expr->bladder carcinoma. Polymorphisms assoc with cvd and diabetes. Eleated in metabolic syndrome. Serym levels pos. Assoc. With fat mass and weight, bmi,  waist circumf.
102396,0,0035,0,0092,-0,37,15,36,14,99,FAM104A,FAM104A,family with sequence similarity 104, member A,,
174755,0,0050,0,0092,0,27,13,17,13,44,FAM53C,FAM53C,family with sequence similarity 53, member C,,
161432,0,0023,0,0092,-0,69,9,64,8,95,FAM63B,FAM63B,family with sequence similarity 63, member B,,
121117,0,0048,0,0092,0,54,13,37,13,91,FCGRT,FCGRT,Fc fragment of IgG, receptor, transporter, alpha,i,binds albumine and IgG (important plasma proteins) and keeps them from degrad. Regulated by NFkB, calmodulin, IFNg, JAK/STAT. Antigen presenting.
176815,0,0087,0,0097,-0,25,11,84,11,59,FEN1,FEN1,flap structure-specific endonuclease 1,cc,Interacts with PCNA. Base excision repair. Upreg in cancers.
183378,0,0058,0,0093,0,30,10,27,10,58,FOLR2,FOLR2,folate receptor 2 (fetal),cc, fa,inc in malignant tissues. Upreg by retinoic acid
186435,0,0048,0,0092,0,40,17,56,17,95,FPR1,FPR1,formyl peptide receptor 1,i,leukocyte migration, activation of neutrophils. Oxidant production? Cross talk with IgE receptor. Tumor promoting. Atherosclerosis
174493,0,0053,0,0093,0,35,13,10,13,45,FPR2,FPR2,formyl peptide receptor 2,i,anti-finflam? Monocytes. Nfkb, decreased in asthma. Chemokine.
209660,0,0038,0,0092,-0,31,11,53,11,23,FYTTD1,FYTTD1,forty-two-three domain containing 1,,
110602,0,0070,0,0095,0,29,13,86,14,15,GALNAC4S-6ST,CHST15,carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15,i, s,B cell receptor
157771,0,0039,0,0092,0,25,11,67,11,92,GBX2,GBX2,gastrulation brain homeobox 2,carc,,Expr assoc with cancer death.
125012,0,0004,0,0083,-0,40,12,15,11,75,GCC2,GCC2,GRIP and coiled-coil domain containing 2,,endosome-golgi transport
121984,0,0007,0,0083,-0,69,12,02,11,33,GFI1,GFI1,growth factor independent 1 transcription repressor,cc, i, ,proto-oncogene. Dvit. Hematopoiesis. Tcells. Normal development, tumorigenesis
163121,0,0031,0,0092,0,44,10,46,10,90,GINS2,GINS2,GINS complex subunit 2 (Psf2 homolog),,DNA repl
184881,0,0099,0,0100,0,32,12,02,12,34,GK,GK,"glycerol kinase 3 pseudogene, glycerol kinase",fa,mutation-hypertrigyceridemia. Glycerol uptake and metabolism
185381,0,0013,0,0083,0,63,10,19,10,83,GLT1D1,GLT1D1,glycosyltransferase 1 domain containing 1,,
180184,0,0046,0,0092,0,36,16,96,17,32,GMFG,GMFG,glia maturation factor, gamma,,hematopoiesis
174153,0,0064,0,0093,-0,39,10,80,10,41,GOLT1A,GOLT1A,golgi transport 1 homolog A (S. cerevisiae),er,er-golgi vesicles fusion
193676,0,0016,0,0083,0,32,12,16,12,48,GTF2I,GTF2I,general transcription factor II, i, pseudogene,i, er, cc,ER stress mediated induction of Grp78 (BIP!!!!). Activates cyclin D1. Blymph activation, required for Ig heavy chain transcription.
170501,0,0009,0,0083,-0,34,15,96,15,62,GUK1,GUK1,guanylate kinase 1,,
145583,0,0011,0,0083,-0,33,17,40,17,07,GYPC,GYPC,glycophorin C (Gerbich blood group),,red cell stability. Unfavourable outcome of childhood AL.
149248,0,0011,0,0083,-0,36,15,02,14,66,HAGH,HAGH,hydroxyacylglutathione hydrolase,c, s,overexpr in some tumors
181086,0,0033,0,0092,0,40,11,78,12,18,HAL,HAL,histidine ammonia-lyase,,Retinoic acid modulates expr. Expr initiated via PKC and PKA.
209485,0,0074,0,0095,0,16,14,73,14,89,HCV F-transactivated protein 1,,,,
194873,0,0005,0,0083,1,41,9,78,11,19,HDC,HDC,histidine decarboxylase,c,Increased in tumor. Angiogenesis in esophageal cancer.
170038,0,0045,0,0092,0,25,14,65,14,90,HEBP2,HEBP2,heme binding protein 2,,heme-binding. Necrosis
206232,0,0083,0,0097,0,43,13,23,13,66,HIST1H1C,HIST1H1C,histone cluster 1, H1c,,p53…
184281,0,0044,0,0092,0,32,12,23,12,55,HIST1H2AD,HIST1H2AD,"histone cluster 1, H3j, histone cluster 1, H3i, histone cluster 1, H3h, histone cluster 1, H3g, histone cluster 1, H3f, histone cluster 1, H3e, histone cluster 1, H3d, histone cluster 1, H3c, histone cluster 1, H3b, histone cluster 1, H3a, histone cluster 1, H2ad, histone cluster 2, H3a, histone cluster 2, H3c, histone cluster 2, H3d",c,tumorigenesis..
138287,0,0031,0,0092,0,34,12,51,12,85,HIST1H2BJ,HIST1H2BJ,histone cluster 1, H2bj,i, c,nucleosome. Antibacterial activity
193947,0,0013,0,0083,0,30,12,60,12,90,HIST1H2BM,HIST1H2BM,histone cluster 1, H2bm,i, c,nucleosome. 
149647,0,0071,0,0095,0,32,15,73,16,04,HIST2H2AA3,HIST2H2AA3,"histone cluster 2, H2aa3, histone cluster 2, H2aa4",,nucl
127609,0,0079,0,0097,0,32,14,44,14,75,HIST3H3,HIST3H3,histone cluster 3, H3,,telomerase regulation. Decreased expr during cell differentiation
156653,0,0047,0,0092,-0,43,11,77,11,34,HNRNPL,HNRNPL,"similar to heterogeneous nuclear ribonucleoprotein L-like, heterogeneous nuclear ribonucleoprotein L",,pre-mRNA processing
220847,0,0041,0,0092,0,49,9,68,10,17,HOXC12,HOXC12,homeobox C12,,
226440,0,0005,0,0083,-0,30,10,96,10,65,hypothetical protein,,,,
112888,0,0088,0,0097,-0,75,11,57,10,82,IFIT1L,IFIT1B,interferon-induced protein with tetratricopeptide repeats 1B,i,interferon induced
195577,0,0007,0,0083,0,52,17,56,18,08,IFITM3,IFITM3,interferon induced transmembrane protein 3 (1-8U),c, i,colon cancer development
200014,0,0015,0,0083,0,36,13,35,13,72,IL10RB,IL10RB,interleukin 10 receptor, beta,i,receptor for il10 and il22, and IFNlambda. SLE! Systemic sclerosis.
186009,0,0034,0,0092,0,44,14,94,15,39,IL1R2,IL1R2,interleukin 1 receptor, type II,i, c,Receptor for il1A, il1B and il-1ra. Binding of IL1 causes reduction in IL1 signaling: Il1-scavenger. Endometriosis. Enhance cell migration. Higher levels in ovarian cancer.
104745,0,0014,0,0083,-0,42,10,84,10,42,INPP4B,INPP4B,inositol polyphosphate-4-phosphatase, type II, 105kDa,,Phosphatidylinositol sign pathway
139346,0,0065,0,0093,0,46,12,38,12,84,ISL2,ISL2,ISL LIM homeobox 2,,
216566,0,0049,0,0092,-0,45,11,30,10,85,ITPR3,ITPR3,inositol 1,4,5-triphosphate receptor, type 3,ca, d,Ca channel. Releas of CA2+ upon I3P binding. Gastric cancer. SNPs imoprtant to diabetes in Sweden! SLE! Huntingtons.
157046,0,0080,0,0097,-0,35,11,24,10,90,karyopherin alpha-2 subunit like,,,,
135422,0,0064,0,0093,0,39,9,85,10,25,KCNU1,KCNU1,potassium channel, subfamily U, member 1,,
158049,0,0030,0,0092,-0,47,10,55,10,08,KIAA0564,KIAA0564,KIAA0564,,
113852,0,0096,0,0100,-0,37,11,40,11,03,KIAA0831,KIAA0831,KIAA0831,autoph,Positively controls autophagy through Beclin-1. Synonym: Barkor
188801,0,0023,0,0092,-0,58,13,47,12,89,KLRG1,KLRG1,killer cell lectin-like receptor subfamily G, member 1,i,Inhibits NK ant T cell function. Binds E-cadherin
122027,0,0003,0,0083,-0,35,12,20,11,85,LANCL1,LANCL1,LanC lantibiotic synthetase component C-like 1 (bacterial),,
192802,0,0042,0,0092,-0,39,15,67,15,27,LBH,LBH,limb bud and heart development homolog (mouse),,
192374,0,0098,0,0100,-0,26,11,90,11,64,LRPPRC,LRPPRC,leucine-rich PPR-motif containing,i, fa,cytoskeleton, vesucular trafficing. Transcription, chrom remodeling. Interacts with PPARgc1a. Defects in gene is cause of Leigh syndrome (…), and assoc with systemic COX deficiency
212496,0,0019,0,0088,-0,29,14,43,14,14,MAF1,MAF1,MAF1 homolog (S. cerevisiae),,represses RNApol transcription.
187717,0,0019,0,0088,-0,35,10,04,9,69,MAGT1,MAGT1,magnesium transporter 1,,
213342,0,0087,0,0097,0,46,12,36,12,81,MANSC1,MANSC1,MANSC domain containing 1,,
10715781,0,0052,0,0093,-0,45,10,00,9,55,MAP6,MAP6,microtubule-associated protein 6,,schizo. Calmodulin
229698,0,0019,0,0088,-0,66,10,10,9,45,MATR3,MATR3,matrin 3,,calmodulin. Transcription
209973,0,0016,0,0083,-0,33,11,40,11,07,MCM3,MCM3,minichromosome maintenance complex component 3,cc,DNA repl. Cell prolif. Elevated levels assoc with neoplasms.
197624,0,0015,0,0083,0,40,12,06,12,46,METRNL,METRNL,"meteorin, glial cell differentiation regulator-like, similar to meteorin, glial cell differentiation regulator-like",,
188640,0,0023,0,0092,-0,70,10,29,9,60,MINPP1,MINPP1,multiple inositol polyphosphate histidine phosphatase, 1,c,thyroid tumor. Regulates cellular levels of InsP5 and 6.
227814,0,0053,0,0093,-0,39,15,38,14,99,MKRN1,MKRN1,"makorin ring finger protein pseudogene 6, makorin ring finger protein 1",,transcription
163166,0,0052,0,0093,0,37,11,81,12,18,MLF2,MLF2,myeloid leukemia factor 2,,
195045,0,0026,0,0092,0,41,9,76,10,17,MLL,MLL,myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila),cc, c,leukemia. Oncogene. Myeloid malignancies. Fusions with others.
122196,0,0090,0,0097,-0,18,11,78,11,60,MRPS35,MRPS35,mitochondrial ribosomal protein S35,,
182643,0,0013,0,0083,1,00,9,79,10,79,MS4A2,MS4A2,"membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for, beta polypeptide)",i,FcER1B! Initiates allergic response. Induces cecretion of lymphokines. Rsik factor for asthma and atopy.
112249,0,0035,0,0092,-0,48,10,45,9,97,MTR,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase,cvd,Mild deficiency assoc with CVD.
207803,0,0036,0,0092,-0,63,11,43,10,80,MYBL1,MYBL1,v-myb myeloblastosis viral oncogene homolog (avian)-like 1,,transcriptional activator. Expressed in turmor cell lines.
201601,0,0014,0,0083,1,18,9,39,10,57,MYBPHL,MYBPHL,myosin binding protein H-like,,
171663,0,0032,0,0092,-0,46,14,84,14,37,MYL4,MYL4,"myosin, light chain 4, alkali, atrial, embryonic",,
176322,0,0023,0,0092,0,25,13,09,13,34,NBPF10,NBPF10,"neuroblastoma breakpoint family, member 15, neuroblastoma breakpoint family, member 14, neuroblastoma breakpoint family, member 9, neuroblastoma breakpoint family, member 11, neuroblastoma breakpoint family, member 11-like, neuroblastoma breakpoint family, member 10, neuroblastoma breakpoint family, member 12, neuroblastoma breakpoint family, member 20, neuroblastoma breakpoint family, member 1, KIAA1245, neuroblastoma breakpoint family, member 8",c,Candidate amplified oncogene
116214,0,0075,0,0096,-0,42,13,49,13,07,NELL2,NELL2,NEL-like 2 (chicken),,Binds PKC
234890,0,0072,0,0095,-0,51,17,66,17,15,NEUROG2,NEUROG2,neurogenin 2,,
203863,0,0073,0,0095,0,31,13,59,13,90,NFIL3,NFIL3,nuclear factor, interleukin 3 regulated,,transcriptional repressor
180149,0,0047,0,0092,-0,28,13,06,12,78,NLGN2,NLGN2,neuroligin 2,,
125296,0,0047,0,0092,0,55,9,13,9,68,NPFFR1,NPFFR1,neuropeptide FF receptor 1,,receptor for morphine-modulating peptides
211955,0,0008,0,0083,-0,59,10,66,10,08,NR2C2AP,NR2C2AP,nuclear receptor 2C2-associated protein,,apoptosis, differentiation. Retinoic acid.
124033,0,0039,0,0092,0,27,11,48,11,74,NT5C2,NT5C2,5'-nucleotidase, cytosolic II,c?,myelodysplastic syndrome. 
169345,0,0097,0,0100,-0,25,11,77,11,52,NUDCD3,NUDCD3,NudC domain containing 3,,
129441,0,0010,0,0083,-0,35,15,96,15,60,OPTN,OPTN,optineurin,i, er,FIP2. Golci, trafficing, exocytosis. TNFa signaling pathway, NFkB, induction of cell death.
702434,3.5e-05,0,0083,-0,70,11,78,11,09,OR2W3,OR2W3,"olfactory receptor, family 2, subfamily T, member 8, olfactory receptor, family 2, subfamily W, member 3",,Little info
171625,0,0021,0,0092,0,37,12,72,13,09,PGM2,PGM2,phosphoglucomutase 2,d?,Breakdown and synthesis of glucose
195337,0,0054,0,0093,-0,36,14,28,13,91,PIP4K2A,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase, type II, alpha,,platelet function. Schizo
208060,0,0018,0,0087,0,36,12,95,13,32,PLAUR,PLAUR,plasminogen activator, urokinase receptor,i, CVD, c,receptor for urokinase plasminogen activator. Tumor marker. Hypoxia. Kallikrein.Upreg by IL-1a. Invasive behaviour. MeK/Erk sign. Caveolin. EGFinduced. Cell migration, metastasis etc. Macrophages, plaque rupture, atheroscl.!
102211,0,0085,0,0097,-0,50,9,98,9,49,PMS1,PMS1,PMS1 postmeiotic segregation increased 1 (S. cerevisiae),c,gene defect causes hereditary non-polyposis colorectal cancer. DNA repair. Reduced expression in some lymphomas. 
153575,0,0070,0,0095,-0,28,11,98,11,70,PPP3CC,PPP3CC,protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform,ca,calcium, calmodulin, Susceptibility gene for schizo.
129668,0,0100,0,0100,0,28,11,91,12,19,PPP4R1,PPP4R1,protein phosphatase 4, regulatory subunit 1,,cell division…
167444,0,0091,0,0097,0,60,9,21,9,81,PRR4,PRR4,proline rich 4 (lacrimal),,
112567,0,0078,0,0097,0,53,13,74,14,27,PTAFR,PTAFR,platelet-activating factor receptor,i, c, cvd,Receptor for PAF! Epithel cell function. LDL, inflam, Bcell lymphoma, atheroscl plaque formation. Regulation of COX-II, PGE(2), IL-8. 
